Year,Temperature,Precipitation,Scenario,Model
2062,25.62279356060606,1957.9572710080317,ssp126,miroc6
2062,23.395691287878787,2122.023682371748,ssp126,mpi-esm1-2-hr
2062,24.66500946969697,1977.9796059770035,ssp126,noresm2-mm
2062,25.235577651515154,1821.4968991196406,ssp245,access-cm2
2062,24.539460227272727,2495.8358617665444,ssp245,inm-cm5-0
2062,23.87779356060606,2106.3079535548372,ssp245,miroc6
2062,24.148191287878788,1764.2920801224989,ssp245,mpi-esm1-2-hr
2062,25.218342803030307,1827.1072817205275,ssp245,noresm2-mm
2062,25.241410984848486,1984.971930513673,ssp370,access-cm2
2062,23.947793560606062,1810.0476561264582,ssp370,inm-cm5-0
2062,24.796960227272724,1510.0850834298747,ssp370,miroc6
2062,24.25902462121212,2175.046307443956,ssp370,mpi-esm1-2-hr
2062,23.836676136363636,1790.9545558015293,ssp370,noresm2-mm
2062,25.751410984848487,2008.93209491861,ssp585,access-cm2
2062,24.791126893939392,2837.758093541382,ssp585,inm-cm5-0
2062,25.908626893939395,1551.8388585966638,ssp585,miroc6
2062,26.022357954545456,1637.1620240596453,ssp585,mpi-esm1-2-hr
2062,25.403342803030302,2335.3617581563403,ssp585,noresm2-mm
2063,24.96891098484848,2160.151277466622,ssp126,access-cm2
2063,23.649460227272726,2035.082776140549,ssp126,inm-cm5-0
2063,24.36196022727273,1622.4694683872515,ssp126,miroc6
2063,23.19902462121212,2275.260207388359,ssp126,mpi-esm1-2-hr
2063,24.596676136363637,2152.3345464027807,ssp126,noresm2-mm
2063,24.97807765151515,1740.2130483976948,ssp245,access-cm2
2063,24.03529356060606,1700.5634191690867,ssp245,inm-cm5-0
2063,24.11196022727273,1843.4505259291986,ssp245,miroc6
2063,24.209024621212123,2164.79902674762,ssp245,mpi-esm1-2-hr
2063,24.93250946969697,1827.8414846490032,ssp245,noresm2-mm
2063,25.960577651515152,1806.2206079864852,ssp370,access-cm2
2063,24.202793560606057,2146.175816593907,ssp370,inm-cm5-0
2063,25.724460227272726,1535.5083412904225,ssp370,miroc6
2063,25.11902462121212,2050.717039611741,ssp370,mpi-esm1-2-hr
2063,23.10500946969697,2190.395184621717,ssp370,noresm2-mm
2063,26.01724431818182,1818.8674711044882,ssp585,access-cm2
2063,24.31029356060606,1996.1574295513635,ssp585,inm-cm5-0
2063,26.56362689393939,1657.5027044140961,ssp585,miroc6
2063,25.138191287878787,1771.0588881919002,ssp585,mpi-esm1-2-hr
2063,25.58000946969697,2471.1389251943638,ssp585,noresm2-mm
2064,25.036410984848484,1840.5313472380233,ssp126,access-cm2
2064,23.856960227272726,1898.3456559341105,ssp126,inm-cm5-0
2064,24.026960227272724,2187.476351560353,ssp126,miroc6
2064,24.224857954545456,1876.7007065967507,ssp126,mpi-esm1-2-hr
2064,24.145842803030305,2288.932911563741,ssp126,noresm2-mm
2064,24.841410984848483,1766.347261396977,ssp245,access-cm2
2064,24.161126893939393,2354.563101481854,ssp245,inm-cm5-0
2064,24.62779356060606,1638.2363801327976,ssp245,miroc6
2064,24.74402462121212,1481.5246506864653,ssp245,mpi-esm1-2-hr
2064,23.9208428030303,2279.438126649118,ssp245,noresm2-mm
2064,26.332244318181818,1703.6620106722082,ssp370,access-cm2
2064,24.88529356060606,2027.6798222264213,ssp370,inm-cm5-0
2064,25.638626893939392,2187.6383004944523,ssp370,miroc6
2064,23.948191287878785,1869.5815772966034,ssp370,mpi-esm1-2-hr
2064,24.841676136363635,1995.1583314944564,ssp370,noresm2-mm
2064,26.148910984848484,1734.9413416977366,ssp585,access-cm2
2064,24.84029356060606,1947.4881349726247,ssp585,inm-cm5-0
2064,25.629460227272727,1980.6589730667633,ssp585,miroc6
2064,24.119857954545452,2297.3358333420574,ssp585,mpi-esm1-2-hr
2064,25.327509469696974,2300.0990313393904,ssp585,noresm2-mm
2065,24.78724431818182,2061.5050329819487,ssp126,access-cm2
2065,23.871126893939394,1963.208091558785,ssp126,inm-cm5-0
2065,24.02779356060606,1895.6680717823551,ssp126,miroc6
2065,24.733191287878785,1670.7978465411613,ssp126,mpi-esm1-2-hr
2065,23.965842803030302,2252.4133067901344,ssp126,noresm2-mm
2065,24.92057765151515,1887.0199251072286,ssp245,access-cm2
2065,24.781960227272723,1800.072474534851,ssp245,inm-cm5-0
2065,25.566126893939394,1815.47320814528,ssp245,miroc6
2065,24.671524621212118,1555.6297204017008,ssp245,mpi-esm1-2-hr
2065,24.000842803030306,2122.588142837815,ssp245,noresm2-mm
2065,25.758910984848484,1710.5487264109229,ssp370,access-cm2
2065,23.282793560606063,1911.2301382276253,ssp370,inm-cm5-0
2065,24.932793560606058,1571.6294303102875,ssp370,miroc6
2065,23.761524621212118,1947.9805280361832,ssp370,mpi-esm1-2-hr
2065,25.081676136363637,1828.2917183383313,ssp370,noresm2-mm
2065,25.72474431818182,2145.360447171527,ssp585,access-cm2
2065,24.426126893939394,2550.140711353537,ssp585,inm-cm5-0
2065,24.966960227272725,2177.669601238653,ssp585,miroc6
2065,26.511524621212118,1676.7966760704237,ssp585,mpi-esm1-2-hr
2065,24.995842803030303,2035.8562144875004,ssp585,noresm2-mm
2066,25.10557765151515,1829.4857184314071,ssp126,access-cm2
2066,23.428626893939395,1934.0259289498829,ssp126,inm-cm5-0
2066,24.378626893939394,1995.4937629873777,ssp126,miroc6
2066,24.589857954545455,2141.4943265979523,ssp126,mpi-esm1-2-hr
2066,24.420009469696968,2074.7726139136453,ssp126,noresm2-mm
2066,25.085577651515152,1860.4736004432746,ssp245,access-cm2
2066,24.029460227272725,2062.399849803252,ssp245,inm-cm5-0
2066,25.819460227272728,1511.061325884407,ssp245,miroc6
2066,24.648191287878788,2189.331262510309,ssp245,mpi-esm1-2-hr
2066,23.87000946969697,1874.735646191671,ssp245,noresm2-mm
2066,25.383910984848484,2025.4730773497251,ssp370,access-cm2
2066,24.71362689393939,1970.0242730095854,ssp370,inm-cm5-0
2066,24.077793560606057,1970.0917525145455,ssp370,miroc6
2066,24.612357954545455,2085.479236749601,ssp370,mpi-esm1-2-hr
2066,25.150842803030304,1826.561734352515,ssp370,noresm2-mm
2066,26.53724431818182,1624.3197664138188,ssp585,access-cm2
2066,24.500293560606064,2165.3106782355635,ssp585,inm-cm5-0
2066,25.291960227272725,1750.1890162550735,ssp585,miroc6
2066,25.76402462121212,2188.5791507890954,ssp585,mpi-esm1-2-hr
2066,25.598342803030302,2383.0521933343393,ssp585,noresm2-mm
2067,24.813910984848487,1929.8817517594998,ssp126,access-cm2
2067,23.978626893939392,1538.9055513901055,ssp126,inm-cm5-0
2067,24.956126893939395,2108.9245319964384,ssp126,miroc6
2067,25.020691287878787,1595.6560746500595,ssp126,mpi-esm1-2-hr
2067,24.315842803030304,2073.4518225512793,ssp126,noresm2-mm
2067,24.927244318181817,1789.9328177323428,ssp245,access-cm2
2067,24.006960227272728,1702.6746598383684,ssp245,inm-cm5-0
2067,25.304460227272727,1908.1551408292287,ssp245,miroc6
2067,24.129857954545454,1758.0354120475945,ssp245,mpi-esm1-2-hr
2067,23.606676136363635,2047.5301566030007,ssp245,noresm2-mm
2067,26.558077651515152,1550.34936416728,ssp370,access-cm2
2067,24.574460227272727,2384.251938719709,ssp370,inm-cm5-0
2067,24.26279356060606,1877.5193517119471,ssp370,miroc6
2067,24.89402462121212,1567.7890812932549,ssp370,mpi-esm1-2-hr
2067,24.39750946969697,1872.017873537363,ssp370,noresm2-mm
2067,27.678077651515153,1522.7008409205794,ssp585,access-cm2
2067,25.84779356060606,2015.4943773097887,ssp585,inm-cm5-0
2067,26.166126893939392,1730.3705916053864,ssp585,miroc6
2067,25.23569128787879,2052.9804678210176,ssp585,mpi-esm1-2-hr
2067,25.996676136363636,1729.1665160006435,ssp585,noresm2-mm
2068,25.247244318181817,1958.328519847395,ssp126,access-cm2
2068,24.17112689393939,1721.605563005267,ssp126,inm-cm5-0
2068,24.101960227272727,1785.4199037760986,ssp126,miroc6
2068,24.587357954545453,1845.3786975396254,ssp126,mpi-esm1-2-hr
2068,24.220842803030305,1791.9487109616782,ssp126,noresm2-mm
2068,25.79557765151515,1715.1386042383301,ssp245,access-cm2
2068,23.98696022727273,2751.550323712607,ssp245,inm-cm5-0
2068,25.244460227272725,1874.4284878470098,ssp245,miroc6
2068,24.27402462121212,2100.157126656233,ssp245,mpi-esm1-2-hr
2068,23.51750946969697,1837.1653651047664,ssp245,noresm2-mm
2068,25.553910984848486,2299.144293550617,ssp370,access-cm2
2068,23.84029356060606,2134.4659950097393,ssp370,inm-cm5-0
2068,24.991126893939395,1727.0776280149262,ssp370,miroc6
2068,25.16402462121212,1845.24211512814,ssp370,mpi-esm1-2-hr
2068,25.2008428030303,1313.8095458225837,ssp370,noresm2-mm
2068,26.65057765151515,2031.8073136820542,ssp585,access-cm2
2068,24.94029356060606,2330.4457897683683,ssp585,inm-cm5-0
2068,25.856960227272726,1595.2690700555563,ssp585,miroc6
2068,24.779857954545452,2156.117066879908,ssp585,mpi-esm1-2-hr
2068,25.25750946969697,1861.1456464288854,ssp585,noresm2-mm
2069,24.63057765151515,2219.4354434565785,ssp126,access-cm2
2069,24.374460227272724,1888.4802190518324,ssp126,inm-cm5-0
2069,23.92029356060606,1769.290879082442,ssp126,miroc6
2069,24.256524621212122,1995.5514478945543,ssp126,mpi-esm1-2-hr
2069,24.26750946969697,1757.5102743556358,ssp126,noresm2-mm
2069,25.313077651515147,1596.0241249276553,ssp245,access-cm2
2069,23.95779356060606,2437.0868281257463,ssp245,inm-cm5-0
2069,25.148626893939394,1987.6620874415607,ssp245,miroc6
2069,24.13569128787879,2119.3644496391403,ssp245,mpi-esm1-2-hr
2069,25.654176136363635,1532.5123024460547,ssp245,noresm2-mm
2069,25.97974431818182,1886.664337154494,ssp370,access-cm2
2069,24.33446022727273,2226.6834454901777,ssp370,inm-cm5-0
2069,25.411960227272726,1680.0374537969076,ssp370,miroc6
2069,25.41402462121212,1867.876204399958,ssp370,mpi-esm1-2-hr
2069,24.976676136363636,1447.18903981615,ssp370,noresm2-mm
2069,27.18557765151515,1925.584645488116,ssp585,access-cm2
2069,25.50529356060606,2392.6056608190906,ssp585,inm-cm5-0
2069,26.881960227272724,1535.1051496395141,ssp585,miroc6
2069,25.991524621212122,1676.3071822450788,ssp585,mpi-esm1-2-hr
2069,25.640842803030306,1788.3271773629747,ssp585,noresm2-mm
2070,24.59057765151515,1818.0664335313481,ssp126,access-cm2
2070,23.761126893939394,1910.1717690686733,ssp126,inm-cm5-0
2070,24.55862689393939,1760.9036543828606,ssp126,miroc6
2070,24.126524621212123,1633.8876877816117,ssp126,mpi-esm1-2-hr
2070,24.357509469696968,2100.5509517545133,ssp126,noresm2-mm
2070,24.94474431818182,1789.2609536764464,ssp245,access-cm2
2070,24.341960227272725,1367.8005573692212,ssp245,inm-cm5-0
2070,25.23779356060606,1917.2587840891545,ssp245,miroc6
2070,24.35402462121212,1572.936364408533,ssp245,mpi-esm1-2-hr
2070,24.764176136363634,2010.5132075347478,ssp245,noresm2-mm
2070,25.93974431818182,1869.8324877827822,ssp370,access-cm2
2070,24.89529356060606,1895.9034818591217,ssp370,inm-cm5-0
2070,25.523626893939394,1563.2973722636711,ssp370,miroc6
2070,24.704857954545457,1800.8233152874234,ssp370,mpi-esm1-2-hr
2070,24.965842803030302,1733.6379304345464,ssp370,noresm2-mm
2070,26.836410984848484,1762.3030607405665,ssp585,access-cm2
2070,24.53696022727273,2557.3839626828176,ssp585,inm-cm5-0
2070,26.801960227272726,2065.8827638301073,ssp585,miroc6
2070,25.45152462121212,2189.297047492996,ssp585,mpi-esm1-2-hr
2070,26.1033428030303,2002.2137537987326,ssp585,noresm2-mm
2071,25.146410984848483,1875.602608807781,ssp126,access-cm2
2071,24.351126893939394,1709.2336526924944,ssp126,inm-cm5-0
2071,24.486126893939396,2135.86768116994,ssp126,miroc6
2071,23.649857954545453,2417.7570503743714,ssp126,mpi-esm1-2-hr
2071,24.28500946969697,1826.0353752725605,ssp126,noresm2-mm
2071,25.289744318181818,2168.3474445869615,ssp245,access-cm2
2071,23.788626893939394,1992.4493368095254,ssp245,inm-cm5-0
2071,24.93029356060606,1337.7524080206258,ssp245,miroc6
2071,25.87152462121212,1540.0942989293635,ssp245,mpi-esm1-2-hr
2071,24.160842803030302,2276.8747354876828,ssp245,noresm2-mm
2071,26.106410984848484,1541.3884809739625,ssp370,access-cm2
2071,25.125293560606057,2088.1833929646755,ssp370,inm-cm5-0
2071,24.193626893939392,1891.9980783399924,ssp370,miroc6
2071,24.95152462121212,2443.373884694694,ssp370,mpi-esm1-2-hr
2071,24.581676136363637,2056.168775168317,ssp370,noresm2-mm
2071,27.568077651515154,1893.420073412845,ssp585,access-cm2
2071,25.206126893939395,1980.2503319107645,ssp585,inm-cm5-0
2071,25.121960227272726,1968.0140398785845,ssp585,miroc6
2071,26.24402462121212,1902.8798195330671,ssp585,mpi-esm1-2-hr
2071,25.3108428030303,1978.979878103595,ssp585,noresm2-mm
2072,24.16224431818182,2009.9616945908222,ssp126,access-cm2
2072,24.323626893939394,1718.4297294664757,ssp126,inm-cm5-0
2072,24.83446022727273,1837.7036502333833,ssp126,miroc6
2072,24.08902462121212,1971.9151673333095,ssp126,mpi-esm1-2-hr
2072,24.226676136363636,2505.5967102623167,ssp126,noresm2-mm
2072,25.893910984848485,1580.2285993016828,ssp245,access-cm2
2072,24.16279356060606,1700.4852956872921,ssp245,inm-cm5-0
2072,25.793626893939393,1988.8590379481811,ssp245,miroc6
2072,24.56652462121212,1962.5366419027507,ssp245,mpi-esm1-2-hr
2072,24.436676136363634,2231.1089276108983,ssp245,noresm2-mm
2072,26.106410984848484,1748.2886702525352,ssp370,access-cm2
2072,24.201960227272725,2043.7295280766098,ssp370,inm-cm5-0
2072,23.95362689393939,2625.9997073592176,ssp370,miroc6
2072,25.198191287878785,1609.2254050868335,ssp370,mpi-esm1-2-hr
2072,25.567509469696972,1699.9692570727982,ssp370,noresm2-mm
2072,27.254744318181817,2109.712769002959,ssp585,access-cm2
2072,25.443626893939395,2080.9291772794295,ssp585,inm-cm5-0
2072,25.72279356060606,1900.339418081272,ssp585,miroc6
2072,26.424024621212123,1603.6843178819458,ssp585,mpi-esm1-2-hr
2072,25.7908428030303,2155.474564170895,ssp585,noresm2-mm
2073,24.378910984848485,1876.0055364283644,ssp126,access-cm2
2073,23.98779356060606,1749.0068303002813,ssp126,inm-cm5-0
2073,25.235293560606056,1390.5560997913892,ssp126,miroc6
2073,23.525691287878786,2015.9494476960333,ssp126,mpi-esm1-2-hr
2073,23.823342803030304,1771.3303256741913,ssp126,noresm2-mm
2073,25.615577651515153,2041.7257217812992,ssp245,access-cm2
2073,25.374460227272724,2165.479058092404,ssp245,inm-cm5-0
2073,25.43862689393939,1973.5690463594055,ssp245,miroc6
2073,24.55652462121212,1754.414355771446,ssp245,mpi-esm1-2-hr
2073,25.87667613636364,1712.4880613309415,ssp245,noresm2-mm
2073,25.607244318181817,2206.793632603981,ssp370,access-cm2
2073,23.886960227272727,1920.7136473524274,ssp370,inm-cm5-0
2073,25.37779356060606,1643.4884072650098,ssp370,miroc6
2073,25.31152462121212,1961.3407541329373,ssp370,mpi-esm1-2-hr
2073,24.870842803030303,1782.0135981447856,ssp370,noresm2-mm
2073,27.221410984848486,1692.009673989066,ssp585,access-cm2
2073,25.101126893939394,2362.251216021771,ssp585,inm-cm5-0
2073,25.938626893939396,1911.510065769585,ssp585,miroc6
2073,26.289857954545454,1793.900811061929,ssp585,mpi-esm1-2-hr
2073,26.215842803030302,1673.59880978535,ssp585,noresm2-mm
2074,24.929744318181818,2167.3631880064436,ssp126,access-cm2
2074,23.58862689393939,2139.21734487209,ssp126,inm-cm5-0
2074,25.530293560606058,1680.1246130630523,ssp126,miroc6
2074,24.299857954545455,1898.528068742741,ssp126,mpi-esm1-2-hr
2074,24.051676136363636,1829.3874377784896,ssp126,noresm2-mm
2074,25.953910984848488,2074.9027264926535,ssp245,access-cm2
2074,23.571960227272726,2398.432408922352,ssp245,inm-cm5-0
2074,24.486126893939396,1824.3729937545363,ssp245,miroc6
2074,24.492357954545454,1937.2472964923368,ssp245,mpi-esm1-2-hr
2074,25.488342803030303,1703.9940346906956,ssp245,noresm2-mm
2074,26.287244318181816,1205.08668746455,ssp370,access-cm2
2074,24.631126893939392,2122.455553490486,ssp370,inm-cm5-0
2074,25.74862689393939,1717.5905166698344,ssp370,miroc6
2074,25.848191287878787,1770.396740358629,ssp370,mpi-esm1-2-hr
2074,25.096676136363637,1640.109480863329,ssp370,noresm2-mm
2074,27.563077651515147,2044.7918249868167,ssp585,access-cm2
2074,25.01612689393939,2249.7868179477828,ssp585,inm-cm5-0
2074,26.131960227272728,1505.0899381996833,ssp585,miroc6
2074,26.06819128787879,2645.1126592814494,ssp585,mpi-esm1-2-hr
2074,25.845009469696972,1684.3458935314131,ssp585,noresm2-mm
2075,24.323910984848485,1912.881306558506,ssp126,access-cm2
2075,24.631126893939395,1707.2874033367746,ssp126,inm-cm5-0
2075,24.706126893939395,1947.419473600676,ssp126,miroc6
2075,24.770691287878787,1876.5225508531314,ssp126,mpi-esm1-2-hr
2075,24.34750946969697,1665.2811689223918,ssp126,noresm2-mm
2075,25.92141098484849,1613.6079907822234,ssp245,access-cm2
2075,24.433626893939394,2003.624743995542,ssp245,inm-cm5-0
2075,24.263626893939392,2196.4837367609202,ssp245,miroc6
2075,24.87402462121212,1940.8863573762421,ssp245,mpi-esm1-2-hr
2075,24.761676136363636,1683.2883129538852,ssp245,noresm2-mm
2075,26.663077651515152,1668.3219489011167,ssp370,access-cm2
2075,24.276960227272728,1794.5535542500863,ssp370,inm-cm5-0
2075,25.364460227272726,1950.0467958093498,ssp370,miroc6
2075,25.174024621212123,2023.5730865430758,ssp370,mpi-esm1-2-hr
2075,25.316676136363636,2171.0035967573094,ssp370,noresm2-mm
2075,27.274744318181817,1869.330557047393,ssp585,access-cm2
2075,25.223626893939393,2614.6448552481675,ssp585,inm-cm5-0
2075,26.59779356060606,1826.0981802568147,ssp585,miroc6
2075,24.839024621212122,1671.8502000636788,ssp585,mpi-esm1-2-hr
2075,25.854176136363638,1771.71730047366,ssp585,noresm2-mm
2076,24.880577651515154,2300.309653540223,ssp126,access-cm2
2076,24.02529356060606,2406.290645070895,ssp126,inm-cm5-0
2076,25.000293560606057,1799.1613485762039,ssp126,miroc6
2076,24.383191287878788,2413.170058284277,ssp126,mpi-esm1-2-hr
2076,24.180842803030302,2229.901366395281,ssp126,noresm2-mm
2076,25.93224431818182,1912.388048103332,ssp245,access-cm2
2076,24.54612689393939,2283.5743830212286,ssp245,inm-cm5-0
2076,25.532793560606063,1624.943853271306,ssp245,miroc6
2076,24.730691287878788,1794.9270109587876,ssp245,mpi-esm1-2-hr
2076,25.669176136363635,2227.323990868832,ssp245,noresm2-mm
2076,26.337244318181817,1614.6219973501939,ssp370,access-cm2
2076,25.016126893939397,2387.5288263627194,ssp370,inm-cm5-0
2076,26.091960227272725,1307.2937909335626,ssp370,miroc6
2076,25.668191287878788,1687.79530888524,ssp370,mpi-esm1-2-hr
2076,25.7008428030303,1925.6993684206923,ssp370,noresm2-mm
2076,28.00224431818182,1920.8107929962698,ssp585,access-cm2
2076,24.76612689393939,2298.0115200487876,ssp585,inm-cm5-0
2076,25.827793560606057,2244.1894539952964,ssp585,miroc6
2076,25.865691287878786,2064.6947863338464,ssp585,mpi-esm1-2-hr
2076,26.424176136363638,1887.3951073556746,ssp585,noresm2-mm
2077,24.896410984848487,2121.5496082341933,ssp126,access-cm2
2077,23.33446022727273,1976.8820022270359,ssp126,inm-cm5-0
2077,25.801126893939394,1834.0093284926063,ssp126,miroc6
2077,23.633191287878788,2018.3105390891405,ssp126,mpi-esm1-2-hr
2077,24.14250946969697,1956.1649856965544,ssp126,noresm2-mm
2077,25.125577651515155,1896.0718004870423,ssp245,access-cm2
2077,24.81446022727273,2351.3212209484086,ssp245,inm-cm5-0
2077,25.655293560606058,1672.6800962875166,ssp245,miroc6
2077,25.58902462121212,1789.689234296413,ssp245,mpi-esm1-2-hr
2077,24.980842803030303,2052.106577390979,ssp245,noresm2-mm
2077,27.203077651515148,1455.5697084014255,ssp370,access-cm2
2077,24.56112689393939,1907.7348126873196,ssp370,inm-cm5-0
2077,26.759460227272726,1494.0521418717574,ssp370,miroc6
2077,25.342357954545452,2035.5663853090841,ssp370,mpi-esm1-2-hr
2077,24.69000946969697,1947.5119533096565,ssp370,noresm2-mm
2077,27.151410984848486,2221.014752904885,ssp585,access-cm2
2077,24.72779356060606,1886.0326926182738,ssp585,inm-cm5-0
2077,25.33446022727273,1788.968092178181,ssp585,miroc6
2077,25.51819128787879,2250.367452253792,ssp585,mpi-esm1-2-hr
2077,26.41250946969697,1963.2600492605352,ssp585,noresm2-mm
2078,25.36557765151515,1595.2380614199778,ssp126,access-cm2
2078,24.194460227272728,1927.60274908732,ssp126,inm-cm5-0
2078,25.62696022727273,1443.4360046254226,ssp126,miroc6
2078,23.83902462121212,2071.066913720153,ssp126,mpi-esm1-2-hr
2078,24.485009469696973,2183.230784594638,ssp126,noresm2-mm
2078,25.461410984848484,1728.182419043077,ssp245,access-cm2
2078,23.759460227272726,1980.0091568547864,ssp245,inm-cm5-0
2078,25.34362689393939,1761.792343793506,ssp245,miroc6
2078,24.260691287878785,1754.3588895189873,ssp245,mpi-esm1-2-hr
2078,24.519176136363637,2253.1835830380373,ssp245,noresm2-mm
2078,27.023910984848484,1872.7234217616149,ssp370,access-cm2
2078,25.316960227272727,1931.392263553979,ssp370,inm-cm5-0
2078,25.946960227272726,1974.1746659673906,ssp370,miroc6
2078,25.578191287878784,2120.7597564385283,ssp370,mpi-esm1-2-hr
2078,24.23000946969697,2202.783397972312,ssp370,noresm2-mm
2078,27.51141098484848,1789.3343108246029,ssp585,access-cm2
2078,25.121960227272726,2477.7229378576844,ssp585,inm-cm5-0
2078,25.401960227272724,1884.831555054293,ssp585,miroc6
2078,25.477357954545454,2054.282709525905,ssp585,mpi-esm1-2-hr
2078,25.697509469696968,1940.6724158920188,ssp585,noresm2-mm
2079,25.033077651515153,1828.7507043164712,ssp126,access-cm2
2079,23.823626893939394,2352.7684050597127,ssp126,inm-cm5-0
2079,24.78112689393939,1795.9117593190836,ssp126,miroc6
2079,24.989857954545453,1682.4375104807193,ssp126,mpi-esm1-2-hr
2079,24.366676136363637,2311.2753973754366,ssp126,noresm2-mm
2079,26.193910984848486,1920.4438712810659,ssp245,access-cm2
2079,24.05529356060606,1895.7117158498654,ssp245,inm-cm5-0
2079,24.934460227272726,1707.0895856417924,ssp245,miroc6
2079,24.424857954545455,2372.3704268118518,ssp245,mpi-esm1-2-hr
2079,25.67750946969697,1850.03911395338,ssp245,noresm2-mm
2079,27.063077651515155,1834.846386629778,ssp370,access-cm2
2079,24.71862689393939,1880.1556501735686,ssp370,inm-cm5-0
2079,25.746126893939394,1672.8515464626025,ssp370,miroc6
2079,24.762357954545454,1856.6155487017832,ssp370,mpi-esm1-2-hr
2079,25.133342803030303,1651.5586503653049,ssp370,noresm2-mm
2079,27.269744318181818,2014.06507185145,ssp585,access-cm2
2079,26.036126893939393,2429.1995247930977,ssp585,inm-cm5-0
2079,26.25529356060606,1637.6800153251304,ssp585,miroc6
2079,25.718191287878785,1914.013585767949,ssp585,mpi-esm1-2-hr
2079,26.19000946969697,1929.7149995543787,ssp585,noresm2-mm
2080,24.457244318181818,1900.29504775848,ssp126,access-cm2
2080,23.743626893939393,2052.961761802506,ssp126,inm-cm5-0
2080,25.288626893939394,1545.0817246980484,ssp126,miroc6
2080,24.10152462121212,2108.301881743044,ssp126,mpi-esm1-2-hr
2080,24.381676136363637,1974.7795784446678,ssp126,noresm2-mm
2080,25.494744318181816,1899.3399157118977,ssp245,access-cm2
2080,24.60862689393939,2640.952014820975,ssp245,inm-cm5-0
2080,25.051960227272726,1695.4465346848508,ssp245,miroc6
2080,25.02152462121212,1363.0519640046753,ssp245,mpi-esm1-2-hr
2080,25.005009469696972,1786.1008900696454,ssp245,noresm2-mm
2080,26.78724431818182,1692.8790096085368,ssp370,access-cm2
2080,24.34029356060606,1875.9485796173078,ssp370,inm-cm5-0
2080,26.068626893939395,1983.8579813286442,ssp370,miroc6
2080,25.80819128787879,1541.7056941776314,ssp370,mpi-esm1-2-hr
2080,26.1083428030303,2057.080732627273,ssp370,noresm2-mm
2080,27.952244318181815,1692.244357344939,ssp585,access-cm2
2080,25.518626893939395,2505.0843252581167,ssp585,inm-cm5-0
2080,27.366960227272727,1719.1087410953603,ssp585,miroc6
2080,25.988191287878788,1752.6691119829243,ssp585,mpi-esm1-2-hr
2080,26.77250946969697,1911.5915995039,ssp585,noresm2-mm
2081,24.96474431818182,2085.902542060903,ssp126,access-cm2
2081,24.15029356060606,1912.328393123657,ssp126,inm-cm5-0
2081,25.104460227272725,1300.2132178288914,ssp126,miroc6
2081,23.90402462121212,1831.7999602696289,ssp126,mpi-esm1-2-hr
2081,24.29000946969697,1912.320219434156,ssp126,noresm2-mm
2081,25.946410984848484,1769.3558462626902,ssp245,access-cm2
2081,25.068626893939395,2677.519955675257,ssp245,inm-cm5-0
2081,25.894460227272727,1624.1466621748052,ssp245,miroc6
2081,25.153191287878787,1654.2757543625164,ssp245,mpi-esm1-2-hr
2081,24.528342803030302,2451.2967587703756,ssp245,noresm2-mm
2081,26.946410984848484,2190.343695338114,ssp370,access-cm2
2081,25.126126893939396,1997.6006942563965,ssp370,inm-cm5-0
2081,25.18612689393939,1992.7127610504967,ssp370,miroc6
2081,25.430691287878787,2155.477201242604,ssp370,mpi-esm1-2-hr
2081,25.49500946969697,1623.2543222876157,ssp370,noresm2-mm
2081,27.375577651515155,1887.8942849073237,ssp585,access-cm2
2081,25.433626893939394,2558.1224695927463,ssp585,inm-cm5-0
2081,25.995293560606058,2985.0684826166616,ssp585,miroc6
2081,26.314857954545456,2236.0951475716024,ssp585,mpi-esm1-2-hr
2081,26.76667613636364,1656.180963091162,ssp585,noresm2-mm
2082,25.568910984848486,1834.9631921919429,ssp126,access-cm2
2082,23.97779356060606,1771.6554674108083,ssp126,inm-cm5-0
2082,25.763626893939392,1640.1788391714933,ssp126,miroc6
2082,23.794857954545453,1998.2482524701447,ssp126,mpi-esm1-2-hr
2082,24.66000946969697,1637.7010928325897,ssp126,noresm2-mm
2082,25.333910984848487,2289.046758094084,ssp245,access-cm2
2082,24.014460227272725,1839.0506290981255,ssp245,inm-cm5-0
2082,25.369460227272725,2203.170556008113,ssp245,miroc6
2082,25.793191287878788,1778.652161944147,ssp245,mpi-esm1-2-hr
2082,24.68500946969697,1907.163828024189,ssp245,noresm2-mm
2082,26.628077651515152,1827.2170842820071,ssp370,access-cm2
2082,24.764460227272725,2061.8050917328787,ssp370,inm-cm5-0
2082,25.301126893939394,1706.0899673103904,ssp370,miroc6
2082,24.89902462121212,2424.0912337978407,ssp370,mpi-esm1-2-hr
2082,25.217509469696967,1896.300221042678,ssp370,noresm2-mm
2082,28.398077651515152,1629.6497914513748,ssp585,access-cm2
2082,25.937793560606057,2218.4524163045635,ssp585,inm-cm5-0
2082,26.139460227272725,1894.5904790715583,ssp585,miroc6
2082,26.251524621212123,2111.6338589493957,ssp585,mpi-esm1-2-hr
2082,26.625842803030306,1784.7684490066538,ssp585,noresm2-mm
2083,24.658910984848486,1949.4586389840788,ssp126,access-cm2
2083,23.84362689393939,2022.720322002975,ssp126,inm-cm5-0
2083,24.916126893939392,1967.9422513570164,ssp126,miroc6
2083,23.734857954545458,2371.063830958515,ssp126,mpi-esm1-2-hr
2083,24.128342803030304,2230.3474300420394,ssp126,noresm2-mm
2083,26.353910984848483,1545.222841980102,ssp245,access-cm2
