Year,Temperature,Precipitation,Scenario,Model
2040,23.478191287878786,1681.241059375636,ssp585,mpi-esm1-2-hr
2040,25.7183428030303,1540.290414561954,ssp585,noresm2-mm
2041,24.253077651515152,1689.5666681181556,ssp126,access-cm2
2041,23.81029356060606,1749.1908141475233,ssp126,inm-cm5-0
2041,24.848626893939393,1663.2939259944717,ssp126,miroc6
2041,23.585691287878788,1869.8647556926035,ssp126,mpi-esm1-2-hr
2041,24.04250946969697,1975.6237830301197,ssp126,noresm2-mm
2041,24.31474431818182,1849.2623883391,ssp245,access-cm2
2041,23.69279356060606,1992.1507035534216,ssp245,inm-cm5-0
2041,23.619460227272725,2112.5086800830045,ssp245,miroc6
2041,24.023191287878788,1768.674433483021,ssp245,mpi-esm1-2-hr
2041,23.475842803030304,2161.1918533798375,ssp245,noresm2-mm
2041,25.153910984848483,1606.2365779133338,ssp370,access-cm2
2041,23.676126893939394,1826.6131777559872,ssp370,inm-cm5-0
2041,24.644460227272727,1615.3759800260634,ssp370,miroc6
2041,23.717357954545452,1985.8334364812226,ssp370,mpi-esm1-2-hr
2041,23.240842803030304,1855.2818680803484,ssp370,noresm2-mm
2041,24.749744318181815,2095.2645564313248,ssp585,access-cm2
2041,24.35862689393939,2017.4605352427193,ssp585,inm-cm5-0
2041,25.121126893939394,1425.638709887512,ssp585,miroc6
2041,24.491524621212122,1642.5015842352725,ssp585,mpi-esm1-2-hr
2041,25.131676136363637,2127.46310079154,ssp585,noresm2-mm
2042,24.20807765151515,1869.3276152284618,ssp126,access-cm2
2042,23.886126893939394,2045.4382557281983,ssp126,inm-cm5-0
2042,24.611126893939396,1686.6112107524652,ssp126,miroc6
2042,23.97985795454545,1821.7229586239769,ssp126,mpi-esm1-2-hr
2042,23.905009469696967,1770.566541976033,ssp126,noresm2-mm
2042,24.723910984848484,1938.1923322764192,ssp245,access-cm2
2042,24.05029356060606,1937.1878383782837,ssp245,inm-cm5-0
2042,24.172793560606056,1655.6206260242898,ssp245,miroc6
2042,23.86569128787879,1779.3414095199284,ssp245,mpi-esm1-2-hr
2042,23.933342803030303,2074.710303453439,ssp245,noresm2-mm
2042,24.97807765151515,1931.255372720459,ssp370,access-cm2
2042,23.821960227272726,1413.9211990873073,ssp370,inm-cm5-0
2042,24.643626893939395,1829.4565389276013,ssp370,miroc6
2042,23.960691287878788,2067.601339614326,ssp370,mpi-esm1-2-hr
2042,23.967509469696967,2031.0006190829606,ssp370,noresm2-mm
2042,23.348910984848484,2250.1388355310237,ssp585,access-cm2
2042,23.79612689393939,2739.230763514861,ssp585,inm-cm5-0
2042,24.17112689393939,1771.4427752137008,ssp585,miroc6
2042,24.174024621212123,1998.9246622748374,ssp585,mpi-esm1-2-hr
2042,23.9058428030303,1714.7415958080649,ssp585,noresm2-mm
2043,24.918910984848484,1536.0951201805249,ssp126,access-cm2
2043,23.00279356060606,2022.2236686592628,ssp126,inm-cm5-0
2043,24.78529356060606,1648.014047199135,ssp126,miroc6
2043,24.26902462121212,2092.1962418741123,ssp126,mpi-esm1-2-hr
2043,24.2008428030303,2035.3011758149366,ssp126,noresm2-mm
2043,24.78224431818182,1959.00593058941,ssp245,access-cm2
2043,23.23279356060606,1621.9329864246592,ssp245,inm-cm5-0
2043,25.10779356060606,1663.0156607867737,ssp245,miroc6
2043,23.159857954545455,2035.3981878208288,ssp245,mpi-esm1-2-hr
2043,24.13250946969697,1901.6091429823332,ssp245,noresm2-mm
2043,24.083910984848483,2263.269002230033,ssp370,access-cm2
2043,23.817793560606063,2134.243466723795,ssp370,inm-cm5-0
2043,24.35779356060606,1685.0232066365909,ssp370,miroc6
2043,24.513191287878787,1608.2699718105196,ssp370,mpi-esm1-2-hr
2043,23.461676136363636,1741.6806151021651,ssp370,noresm2-mm
2043,24.225577651515152,1670.9219707902198,ssp585,access-cm2
2043,23.941960227272727,2107.4687044603916,ssp585,inm-cm5-0
2043,24.654460227272725,2112.7783866311115,ssp585,miroc6
2043,24.285691287878787,2066.9120782644304,ssp585,mpi-esm1-2-hr
2043,24.438342803030306,1497.896930332505,ssp585,noresm2-mm
2044,24.749744318181815,1585.1167507308196,ssp126,access-cm2
2044,23.97779356060606,2360.3869576753677,ssp126,inm-cm5-0
2044,24.399460227272726,2143.6494247580526,ssp126,miroc6
2044,23.76485795454545,2207.4034779187696,ssp126,mpi-esm1-2-hr
2044,25.05000946969697,1517.0359521978842,ssp126,noresm2-mm
2044,24.001410984848487,2336.8683761057173,ssp245,access-cm2
2044,23.875293560606057,1819.5568295167097,ssp245,inm-cm5-0
2044,24.467793560606058,1979.31006728435,ssp245,miroc6
2044,23.132357954545455,1771.1913195997474,ssp245,mpi-esm1-2-hr
2044,23.768342803030304,1814.085070170191,ssp245,noresm2-mm
2044,24.088910984848482,1783.3013283936375,ssp370,access-cm2
2044,24.28112689393939,1794.8593907714992,ssp370,inm-cm5-0
2044,24.095293560606063,1744.1271585328273,ssp370,miroc6
2044,24.164857954545454,1929.7294624771146,ssp370,mpi-esm1-2-hr
2044,23.81500946969697,1684.6379812317186,ssp370,noresm2-mm
2044,24.893077651515153,1915.2901052156567,ssp585,access-cm2
2044,24.721126893939395,2054.7489288476313,ssp585,inm-cm5-0
2044,24.370293560606058,1774.2812789094282,ssp585,miroc6
2044,24.15819128787879,2051.9269790104763,ssp585,mpi-esm1-2-hr
2044,24.390009469696974,1988.1993482131277,ssp585,noresm2-mm
2045,24.949744318181818,1820.8496913029503,ssp126,access-cm2
2045,23.78529356060606,1963.4804261365477,ssp126,inm-cm5-0
2045,24.318626893939395,1911.2483089854006,ssp126,miroc6
2045,24.031524621212117,1962.9922027743814,ssp126,mpi-esm1-2-hr
2045,24.409176136363637,2022.4240674102507,ssp126,noresm2-mm
2045,24.508910984848484,1975.3693503364325,ssp245,access-cm2
2045,24.101126893939394,1955.3073301622894,ssp245,inm-cm5-0
2045,24.405293560606058,1619.3970741854446,ssp245,miroc6
2045,23.270691287878787,1940.107391049795,ssp245,mpi-esm1-2-hr
2045,24.125009469696966,1563.3100668451511,ssp245,noresm2-mm
2045,24.559744318181817,1803.408739060024,ssp370,access-cm2
2045,23.81779356060606,1940.224721992786,ssp370,inm-cm5-0
2045,24.71362689393939,2060.1788347871297,ssp370,miroc6
2045,23.60069128787879,1790.7088923894369,ssp370,mpi-esm1-2-hr
2045,23.731676136363635,1966.5647571212091,ssp370,noresm2-mm
2045,24.682244318181816,1578.7137662439582,ssp585,access-cm2
2045,23.926960227272726,1552.2713381514181,ssp585,inm-cm5-0
2045,25.386960227272727,1691.6735621933212,ssp585,miroc6
2045,24.10069128787879,1676.2866475855897,ssp585,mpi-esm1-2-hr
2045,24.11250946969697,2497.1238634904444,ssp585,noresm2-mm
2046,24.536410984848484,1773.427204466876,ssp126,access-cm2
2046,23.961126893939394,2052.702267025508,ssp126,inm-cm5-0
2046,25.000293560606057,1907.1308596185725,ssp126,miroc6
2046,24.006524621212122,1910.85023076303,ssp126,mpi-esm1-2-hr
2046,24.295009469696968,2222.748789975192,ssp126,noresm2-mm
2046,24.27807765151515,1780.9164944103034,ssp245,access-cm2
2046,23.74779356060606,2325.657834738937,ssp245,inm-cm5-0
2046,24.651960227272724,1616.1647388171455,ssp245,miroc6
2046,24.31819128787879,1628.0545746714058,ssp245,mpi-esm1-2-hr
2046,25.111676136363638,1587.567911896908,ssp245,noresm2-mm
2046,23.859744318181814,1960.3860773940519,ssp370,access-cm2
2046,23.941960227272727,1673.3467625275714,ssp370,inm-cm5-0
2046,24.55029356060606,1560.907973390891,ssp370,miroc6
2046,24.859857954545458,1363.2108782648472,ssp370,mpi-esm1-2-hr
2046,24.00250946969697,1490.9053451826048,ssp370,noresm2-mm
2046,24.833910984848487,1958.09893902755,ssp585,access-cm2
2046,24.10279356060606,2082.027394539752,ssp585,inm-cm5-0
2046,25.172793560606056,2047.0474769058096,ssp585,miroc6
2046,24.879857954545454,1981.3562852158116,ssp585,mpi-esm1-2-hr
2046,25.41167613636364,1344.2915911713208,ssp585,noresm2-mm
2047,24.591410984848483,1611.3208512062572,ssp126,access-cm2
2047,24.360293560606063,1651.1088907758074,ssp126,inm-cm5-0
2047,24.969460227272723,2175.026812760294,ssp126,miroc6
2047,24.04152462121212,1788.0899428261862,ssp126,mpi-esm1-2-hr
2047,24.375009469696966,1948.9129217922361,ssp126,noresm2-mm
2047,24.595577651515153,1719.174125562599,ssp245,access-cm2
2047,23.491960227272727,2025.7722482416013,ssp245,inm-cm5-0
2047,24.78529356060606,1711.4632752227217,ssp245,miroc6
2047,24.308191287878785,1870.617427131492,ssp245,mpi-esm1-2-hr
2047,24.298342803030305,1643.2319672648598,ssp245,noresm2-mm
2047,24.66557765151515,1357.9898421180092,ssp370,access-cm2
2047,24.648626893939394,1704.6877090601315,ssp370,inm-cm5-0
2047,23.911960227272726,1771.0472928018557,ssp370,miroc6
2047,24.358191287878785,1891.1099142493792,ssp370,mpi-esm1-2-hr
2047,24.481676136363635,2098.960689503628,ssp370,noresm2-mm
2047,24.16224431818182,2058.6683543864274,ssp585,access-cm2
2047,24.062793560606064,2253.5290219892618,ssp585,inm-cm5-0
2047,24.074460227272724,2007.456298200732,ssp585,miroc6
2047,23.219857954545457,1935.413656158468,ssp585,mpi-esm1-2-hr
2047,25.74250946969697,1282.472918486647,ssp585,noresm2-mm
2048,25.479744318181815,2234.051904314343,ssp126,access-cm2
2048,24.13279356060606,2059.381125164712,ssp126,inm-cm5-0
2048,23.853626893939392,1884.183512746998,ssp126,miroc6
2048,23.828191287878784,1742.5122510959363,ssp126,mpi-esm1-2-hr
2048,24.2483428030303,1692.2513171627502,ssp126,noresm2-mm
2048,24.874744318181815,1667.4674766395328,ssp245,access-cm2
2048,24.366960227272727,1784.6318130760396,ssp245,inm-cm5-0
2048,25.143626893939395,1643.8222339790093,ssp245,miroc6
2048,23.281524621212125,1769.1526530458805,ssp245,mpi-esm1-2-hr
2048,24.574176136363636,1937.3757505359872,ssp245,noresm2-mm
2048,24.376410984848487,1673.0279198754004,ssp370,access-cm2
2048,24.066960227272727,1851.261274146823,ssp370,inm-cm5-0
2048,23.764460227272725,2381.045227668262,ssp370,miroc6
2048,24.278191287878787,1994.3511864429063,ssp370,mpi-esm1-2-hr
2048,23.77250946969697,2237.897186508059,ssp370,noresm2-mm
2048,24.67057765151515,1843.7987976171964,ssp585,access-cm2
2048,23.73029356060606,2118.9547298635102,ssp585,inm-cm5-0
2048,24.15279356060606,1788.2410443525475,ssp585,miroc6
2048,24.603191287878786,1601.7742854086837,ssp585,mpi-esm1-2-hr
2048,25.364176136363636,2123.012944627735,ssp585,noresm2-mm
2049,24.40057765151515,2172.0548248186415,ssp126,access-cm2
2049,24.32862689393939,1823.9751012704794,ssp126,inm-cm5-0
2049,24.503626893939394,1773.9270479154918,ssp126,miroc6
2049,24.501524621212123,1614.7480293784936,ssp126,mpi-esm1-2-hr
2049,23.761676136363636,2033.0427597328103,ssp126,noresm2-mm
2049,24.93557765151515,1806.6579230731554,ssp245,access-cm2
2049,23.274460227272726,1923.4382944515378,ssp245,inm-cm5-0
2049,25.836126893939394,1695.5531330356578,ssp245,miroc6
2049,24.38902462121212,1588.6001341598885,ssp245,mpi-esm1-2-hr
2049,24.56500946969697,1896.6695492769716,ssp245,noresm2-mm
2049,25.22224431818182,1612.3790537280881,ssp370,access-cm2
2049,23.646126893939396,2317.690870569746,ssp370,inm-cm5-0
2049,23.606126893939393,1446.3117375476252,ssp370,miroc6
2049,23.847357954545455,1679.5490753259623,ssp370,mpi-esm1-2-hr
2049,23.714176136363637,2508.3975455946397,ssp370,noresm2-mm
2049,25.247244318181817,1937.1615075802144,ssp585,access-cm2
2049,25.172793560606056,1245.517817265659,ssp585,inm-cm5-0
2049,25.38279356060606,1614.4925326813195,ssp585,miroc6
2049,24.377357954545456,2036.9348776508816,ssp585,mpi-esm1-2-hr
2049,24.7633428030303,2048.9037147508852,ssp585,noresm2-mm
2050,23.91557765151515,2087.052940512457,ssp126,access-cm2
2050,24.011126893939394,1637.5264195639704,ssp126,inm-cm5-0
2050,24.842793560606058,1732.2697472314687,ssp126,miroc6
2050,24.007357954545455,2157.528992977709,ssp126,mpi-esm1-2-hr
2050,23.99000946969697,1678.2112450169652,ssp126,noresm2-mm
2050,23.779744318181816,1990.3330737359254,ssp245,access-cm2
2050,24.571960227272726,2019.3606099766382,ssp245,inm-cm5-0
2050,24.312793560606057,1765.0864125732453,ssp245,miroc6
2050,23.668191287878788,2219.0675448309757,ssp245,mpi-esm1-2-hr
2050,24.664176136363636,1717.093421942403,ssp245,noresm2-mm
2050,24.607244318181817,1647.6994727383712,ssp370,access-cm2
2050,24.071960227272726,2019.8321215168448,ssp370,inm-cm5-0
2050,24.681960227272725,1825.2956778121536,ssp370,miroc6
2050,24.592357954545452,1735.253929380018,ssp370,mpi-esm1-2-hr
2050,23.61250946969697,1489.334082109589,ssp370,noresm2-mm
2050,25.19557765151515,1989.4866640075238,ssp585,access-cm2
2050,24.699460227272727,2312.5337056083663,ssp585,inm-cm5-0
2050,25.914460227272727,1539.6565519738097,ssp585,miroc6
2050,23.950691287878787,2305.8839813427876,ssp585,mpi-esm1-2-hr
2050,24.39500946969697,1731.3623734477417,ssp585,noresm2-mm
2051,24.786410984848484,1233.2863346056188,ssp126,access-cm2
2051,24.119460227272725,2765.566589950185,ssp126,inm-cm5-0
2051,24.628626893939394,1711.7477305846635,ssp126,miroc6
2051,23.62485795454545,1700.2942577986023,ssp126,mpi-esm1-2-hr
2051,23.944176136363637,2279.994289349596,ssp126,noresm2-mm
2051,24.90557765151515,1656.1638879573088,ssp245,access-cm2
2051,24.02279356060606,1975.6934954413,ssp245,inm-cm5-0
2051,24.18862689393939,1764.0352775912954,ssp245,miroc6
2051,24.281524621212117,1843.3831245939464,ssp245,mpi-esm1-2-hr
2051,24.2183428030303,2362.209244651714,ssp245,noresm2-mm
2051,24.333910984848483,1838.4277509598346,ssp370,access-cm2
2051,24.08779356060606,1946.7995329712328,ssp370,inm-cm5-0
2051,25.360293560606056,1844.787166781559,ssp370,miroc6
2051,24.684857954545453,1781.4124410558502,ssp370,mpi-esm1-2-hr
2051,24.3733428030303,1685.7669097012206,ssp370,noresm2-mm
2051,24.141410984848488,1874.475662912344,ssp585,access-cm2
2051,23.89112689393939,2164.911928202688,ssp585,inm-cm5-0
2051,25.392793560606062,1800.2007821386883,ssp585,miroc6
2051,24.035691287878787,2027.8176317510968,ssp585,mpi-esm1-2-hr
2051,24.16000946969697,2090.6820326840484,ssp585,noresm2-mm
2052,24.957244318181818,1805.8038381732192,ssp126,access-cm2
2052,23.267793560606062,1738.4415062874111,ssp126,inm-cm5-0
2052,23.473626893939393,1929.116225553407,ssp126,miroc6
2052,24.197357954545453,1853.7772410839075,ssp126,mpi-esm1-2-hr
2052,23.514176136363634,2116.950500288549,ssp126,noresm2-mm
2052,24.573910984848485,1897.2134473256708,ssp245,access-cm2
2052,23.828626893939397,1761.3221591754643,ssp245,inm-cm5-0
2052,24.975293560606058,2235.232382124118,ssp245,miroc6
2052,23.394857954545454,2021.5284031044528,ssp245,mpi-esm1-2-hr
2052,25.4358428030303,1252.3703019573095,ssp245,noresm2-mm
2052,24.562244318181815,1880.0217171225934,ssp370,access-cm2
2052,23.97779356060606,1770.7692204103473,ssp370,inm-cm5-0
2052,24.66029356060606,1642.0384957980132,ssp370,miroc6
2052,24.22069128787879,2049.13596165026,ssp370,mpi-esm1-2-hr
2052,24.180842803030302,1860.1298955877949,ssp370,noresm2-mm
2052,25.288910984848485,1708.4495763509888,ssp585,access-cm2
2052,24.72529356060606,2042.2545119318534,ssp585,inm-cm5-0
2052,24.97529356060606,1964.8702686537933,ssp585,miroc6
2052,24.020691287878787,1962.367036160129,ssp585,mpi-esm1-2-hr
2052,24.588342803030304,2030.056053568809,ssp585,noresm2-mm
2053,24.826410984848483,2194.070846059354,ssp126,access-cm2
2053,24.48362689393939,2114.337369274588,ssp126,inm-cm5-0
2053,24.06779356060606,1798.4260084678685,ssp126,miroc6
2053,24.55652462121212,1959.65923384402,ssp126,mpi-esm1-2-hr
2053,23.269176136363637,1615.5256057120505,ssp126,noresm2-mm
2053,24.927244318181817,2184.6530353360363,ssp245,access-cm2
2053,23.503626893939394,2014.4614243049377,ssp245,inm-cm5-0
2053,24.561960227272724,1630.0093301924974,ssp245,miroc6
2053,24.391524621212124,1836.1770582859733,ssp245,mpi-esm1-2-hr
2053,24.59000946969697,2002.0692890293635,ssp245,noresm2-mm
2053,24.958910984848483,1867.8423314618872,ssp370,access-cm2
2053,24.03529356060606,2124.2009904404613,ssp370,inm-cm5-0
2053,24.54529356060606,1526.2760705098794,ssp370,miroc6
2053,25.185691287878786,1482.7969824640704,ssp370,mpi-esm1-2-hr
2053,24.67500946969697,1461.1697377822709,ssp370,noresm2-mm
2053,25.453910984848488,1900.634629640156,ssp585,access-cm2
2053,24.654460227272725,1965.8979937113365,ssp585,inm-cm5-0
2053,25.49279356060606,1510.4590744990467,ssp585,miroc6
2053,23.429024621212122,2272.818893720106,ssp585,mpi-esm1-2-hr
2053,24.819176136363637,1998.5362944993233,ssp585,noresm2-mm
2054,24.94557765151515,1386.696987311933,ssp126,access-cm2
2054,23.591960227272725,1827.2403098839918,ssp126,inm-cm5-0
2054,24.146126893939392,1934.2820793458252,ssp126,miroc6
2054,24.00402462121212,1945.573304704127,ssp126,mpi-esm1-2-hr
2054,23.67750946969697,1943.6843844561533,ssp126,noresm2-mm
2054,24.453910984848488,1926.3466329349071,ssp245,access-cm2
2054,23.916126893939392,1950.4415026002416,ssp245,inm-cm5-0
2054,25.166126893939392,1960.3206590312113,ssp245,miroc6
2054,23.457357954545454,1832.256927808378,ssp245,mpi-esm1-2-hr
2054,24.508342803030303,2260.29969820039,ssp245,noresm2-mm
2054,24.811410984848482,1728.351087588672,ssp370,access-cm2
2054,24.32862689393939,2138.172272428037,ssp370,inm-cm5-0
2054,24.393626893939395,2023.5249274576154,ssp370,miroc6
2054,24.60069128787879,2046.816160672031,ssp370,mpi-esm1-2-hr
2054,24.000842803030306,1920.752795565222,ssp370,noresm2-mm
2054,25.71474431818182,1761.3522809962224,ssp585,access-cm2
2054,24.666960227272725,2313.9457384418547,ssp585,inm-cm5-0
2054,25.859460227272724,1805.7527865476313,ssp585,miroc6
2054,25.487357954545455,1367.525325537104,ssp585,mpi-esm1-2-hr
2054,24.153342803030302,1938.726419130077,ssp585,noresm2-mm
2055,25.37307765151515,1558.862752552237,ssp126,access-cm2
2055,23.552793560606062,2068.8107845583086,ssp126,inm-cm5-0
2055,24.728626893939392,1628.5742442666465,ssp126,miroc6
2055,24.38902462121212,1908.1909619317346,ssp126,mpi-esm1-2-hr
2055,24.407509469696972,1759.7937082227065,ssp126,noresm2-mm
2055,25.015577651515148,2018.2152596233072,ssp245,access-cm2
2055,24.37029356060606,1917.0579525682801,ssp245,inm-cm5-0
2055,24.72529356060606,1880.9735129051244,ssp245,miroc6
2055,24.16402462121212,2012.6555714297278,ssp245,mpi-esm1-2-hr
2055,24.254176136363636,2055.201454886533,ssp245,noresm2-mm
2055,25.378910984848485,1726.2046080822931,ssp370,access-cm2
2055,24.54279356060606,1449.3243901040673,ssp370,inm-cm5-0
2055,24.471960227272728,1769.2594160397584,ssp370,miroc6
2055,24.242357954545454,1509.1633935436098,ssp370,mpi-esm1-2-hr
2055,24.616676136363637,1946.1457673497735,ssp370,noresm2-mm
2055,25.903910984848483,1565.5101470734721,ssp585,access-cm2
2055,24.36279356060606,2471.4514928168805,ssp585,inm-cm5-0
2055,25.961960227272726,1759.5371160427603,ssp585,miroc6
2055,24.333191287878787,1775.2989033715246,ssp585,mpi-esm1-2-hr
2055,23.736676136363638,2084.6107440848255,ssp585,noresm2-mm
2056,25.063910984848487,1834.7008275979279,ssp126,access-cm2
2056,23.543626893939393,1675.431747791045,ssp126,inm-cm5-0
2056,24.86529356060606,1733.535008175124,ssp126,miroc6
2056,23.864857954545453,1969.3733942681629,ssp126,mpi-esm1-2-hr
2056,23.80000946969697,1912.4594023229974,ssp126,noresm2-mm
2056,25.791410984848483,1833.5864356178486,ssp245,access-cm2
2056,23.936960227272724,1821.2949710391867,ssp245,inm-cm5-0
2056,25.098626893939393,1942.5727794173606,ssp245,miroc6
2056,23.734857954545458,1824.6774200844993,ssp245,mpi-esm1-2-hr
2056,25.08250946969697,2114.512211172407,ssp245,noresm2-mm
2056,25.467244318181816,1601.6483264480794,ssp370,access-cm2
2056,23.918626893939393,2685.707067592104,ssp370,inm-cm5-0
2056,24.856960227272726,1272.0291307458835,ssp370,miroc6
2056,24.99652462121212,1742.435745103052,ssp370,mpi-esm1-2-hr
2056,24.883342803030303,1799.6553236389332,ssp370,noresm2-mm
2056,25.888910984848483,1739.1391961590205,ssp585,access-cm2
2056,25.226126893939394,2251.9278055107347,ssp585,inm-cm5-0
2056,25.904460227272725,1938.1575434550623,ssp585,miroc6
2056,25.379857954545454,2071.8798775354708,ssp585,mpi-esm1-2-hr
2056,24.04250946969697,2243.3850915917737,ssp585,noresm2-mm
2057,24.447244318181816,2126.230138217194,ssp126,access-cm2
2057,24.059460227272726,1756.7763424257864,ssp126,inm-cm5-0
2057,24.966960227272725,1790.4119848708517,ssp126,miroc6
2057,23.075691287878787,2118.1967815327125,ssp126,mpi-esm1-2-hr
2057,24.36750946969697,2177.4952617697822,ssp126,noresm2-mm
2057,24.81057765151515,1931.2180705006535,ssp245,access-cm2
2057,23.64779356060606,2122.8759294334886,ssp245,inm-cm5-0
2057,25.119460227272725,1811.7197105347454,ssp245,miroc6
2057,24.519857954545454,1529.9505689508094,ssp245,mpi-esm1-2-hr
2057,23.953342803030306,2064.9732380338946,ssp245,noresm2-mm
2057,25.51307765151515,1763.3713856393454,ssp370,access-cm2
2057,23.154460227272725,1800.0259813649102,ssp370,inm-cm5-0
2057,24.801960227272726,1647.056603164568,ssp370,miroc6
2057,24.780691287878785,2179.81884608515,ssp370,mpi-esm1-2-hr
2057,25.11500946969697,1634.587256557206,ssp370,noresm2-mm
2057,25.961410984848484,1780.7131935808384,ssp585,access-cm2
2057,25.15279356060606,1877.359055904163,ssp585,inm-cm5-0
2057,25.70946022727273,1532.9545951953455,ssp585,miroc6
2057,24.07402462121212,2383.560296441933,ssp585,mpi-esm1-2-hr
2057,24.79000946969697,1878.1232210132175,ssp585,noresm2-mm
2058,25.041410984848483,1733.4241037657061,ssp126,access-cm2
2058,24.021126893939392,2495.171894785799,ssp126,inm-cm5-0
2058,24.518626893939395,1713.530730270689,ssp126,miroc6
2058,23.16652462121212,2306.687755453551,ssp126,mpi-esm1-2-hr
2058,24.254176136363636,2139.002590194535,ssp126,noresm2-mm
2058,25.57974431818182,1951.0390033722895,ssp245,access-cm2
2058,24.081960227272727,1727.6640071097215,ssp245,inm-cm5-0
2058,24.89196022727273,1700.7034377122432,ssp245,miroc6
2058,24.733191287878785,2199.792360744392,ssp245,mpi-esm1-2-hr
2058,24.538342803030304,1781.8616126382126,ssp245,noresm2-mm
2058,24.973910984848484,1569.4520249728732,ssp370,access-cm2
2058,24.08446022727273,1733.9835658751474,ssp370,inm-cm5-0
2058,24.25529356060606,1884.2658374607465,ssp370,miroc6
2058,24.02652462121212,2143.203123924132,ssp370,mpi-esm1-2-hr
2058,24.258342803030303,2095.9381601358004,ssp370,noresm2-mm
2058,26.18974431818182,2032.399263878806,ssp585,access-cm2
2058,24.745293560606058,2353.1079381568825,ssp585,inm-cm5-0
2058,25.569460227272728,1758.3517237097365,ssp585,miroc6
2058,24.399857954545453,1943.3249147579904,ssp585,mpi-esm1-2-hr
2058,25.493342803030302,1816.435557306123,ssp585,noresm2-mm
2059,24.65057765151515,1782.9108999293444,ssp126,access-cm2
2059,24.619460227272725,2084.772962326481,ssp126,inm-cm5-0
2059,24.241126893939395,2032.4660069874717,ssp126,miroc6
2059,24.34569128787879,2226.5642147120234,ssp126,mpi-esm1-2-hr
2059,23.937509469696966,1842.6696601398748,ssp126,noresm2-mm
2059,25.27224431818182,2142.227960925221,ssp245,access-cm2
2059,24.64696022727273,1820.460629323822,ssp245,inm-cm5-0
2059,24.851126893939394,2108.5737104150908,ssp245,miroc6
2059,25.32402462121212,1526.2229196784974,ssp245,mpi-esm1-2-hr
2059,24.6383428030303,1778.1903572126046,ssp245,noresm2-mm
2059,26.223910984848484,1256.765939183444,ssp370,access-cm2
2059,23.941960227272727,1789.0582814885092,ssp370,inm-cm5-0
2059,25.026960227272724,1829.2364038386988,ssp370,miroc6
2059,23.834857954545456,2035.4848790280507,ssp370,mpi-esm1-2-hr
2059,23.756676136363637,1587.9815148699606,ssp370,noresm2-mm
2059,26.173910984848487,2034.339941115186,ssp585,access-cm2
2059,24.791126893939392,2181.694012263936,ssp585,inm-cm5-0
2059,24.926960227272726,2038.010157742365,ssp585,miroc6
2059,25.13569128787879,1855.3223301567398,ssp585,mpi-esm1-2-hr
2059,25.429176136363637,1990.2230829021253,ssp585,noresm2-mm
2060,24.552244318181817,1680.9453352981511,ssp126,access-cm2
2060,23.696126893939393,2444.7441253584984,ssp126,inm-cm5-0
2060,25.32362689393939,1688.4628072950281,ssp126,miroc6
2060,23.989857954545453,2185.70956224954,ssp126,mpi-esm1-2-hr
2060,23.979176136363638,1616.4863386215427,ssp126,noresm2-mm
2060,24.357244318181817,1874.8109502823515,ssp245,access-cm2
2060,24.111126893939396,1905.0123417858783,ssp245,inm-cm5-0
2060,25.576126893939392,1685.5934523715614,ssp245,miroc6
2060,24.59902462121212,2051.457980521889,ssp245,mpi-esm1-2-hr
2060,24.664176136363636,1778.9584454342028,ssp245,noresm2-mm
2060,26.04557765151515,1509.2813576312635,ssp370,access-cm2
2060,24.52779356060606,2446.2365081535954,ssp370,inm-cm5-0
2060,25.503626893939394,1615.7889241649975,ssp370,miroc6
2060,24.36402462121212,2085.2013353388265,ssp370,mpi-esm1-2-hr
2060,24.99250946969697,1844.5486919658345,ssp370,noresm2-mm
2060,25.40307765151515,2019.6478617093346,ssp585,access-cm2
2060,25.398626893939394,2031.7048989433233,ssp585,inm-cm5-0
2060,24.724460227272726,2058.828593346959,ssp585,miroc6
2060,24.922357954545458,2149.0304504138307,ssp585,mpi-esm1-2-hr
2060,25.313342803030306,1724.0408941560854,ssp585,noresm2-mm
2061,25.03474431818182,1749.9764386378429,ssp126,access-cm2
2061,24.057793560606058,2148.2958108831654,ssp126,inm-cm5-0
2061,25.25779356060606,1805.3563591158286,ssp126,miroc6
2061,23.07652462121212,2182.933121576602,ssp126,mpi-esm1-2-hr
2061,24.43000946969697,2280.3737052553843,ssp126,noresm2-mm
2061,25.29057765151515,1657.9270577640245,ssp245,access-cm2
2061,23.886960227272727,1978.7105823396284,ssp245,inm-cm5-0
2061,24.999460227272724,1959.2433255081776,ssp245,miroc6
2061,23.957357954545454,1859.6890539774888,ssp245,mpi-esm1-2-hr
2061,25.448342803030304,1651.0074310615678,ssp245,noresm2-mm
2061,26.317244318181817,1802.5610979242297,ssp370,access-cm2
2061,24.263626893939392,2173.106427735762,ssp370,inm-cm5-0
2061,25.378626893939394,1308.4229367560094,ssp370,miroc6
2061,23.867357954545454,2002.9867066992488,ssp370,mpi-esm1-2-hr
2061,24.21000946969697,2193.949754567926,ssp370,noresm2-mm
2061,26.054744318181818,1740.3217366462109,ssp585,access-cm2
2061,24.881960227272728,1967.9885145683843,ssp585,inm-cm5-0
2061,24.801960227272726,1919.6877337614126,ssp585,miroc6
2061,25.050691287878788,2052.9707418185794,ssp585,mpi-esm1-2-hr
2061,25.19000946969697,2575.245306345225,ssp585,noresm2-mm
2062,24.827244318181815,2050.9228853005807,ssp126,access-cm2
2062,23.981126893939393,1875.5967009053643,ssp126,inm-cm5-0
